t;Respiration;GSR;Temperature;CFM
16.563;-13.592;-43.118;26.815;60
16.594;-13.522;-43.118;26.815;60
16.625;-13.702;-43.118;26.827;60
16.656;-13.616;-43.118;26.815;60
16.688;-13.522;-43.118;26.815;60
16.719;-13.444;-43.118;26.815;60
16.750;-13.39;-43.118;26.815;60
16.781;-13.304;-43.118;26.827;60
16.813;-13.202;-43.118;26.827;60
16.844;-13.163;-43.118;26.815;60
16.875;-13.101;-43.118;26.815;60
16.906;-13.093;-43.118;26.827;60
16.938;-13.109;-43.118;26.815;60
16.969;-13.07;-43.118;26.827;60
17.000;-13.015;-43.118;26.827;60
17.031;-12.968;-43.118;26.827;60
17.063;-13.171;-43.118;26.852;59
17.094;-13.101;-43.118;26.827;59
17.125;-13.062;-43.118;26.827;59
17.156;-12.968;-43.118;26.827;59
17.188;-12.883;-43.118;26.827;59
17.219;-12.828;-43.118;26.827;59
17.250;-12.766;-43.118;26.827;59
17.281;-12.703;-43.118;26.827;59
17.313;-12.68;-43.118;26.827;59
17.344;-12.625;-43.118;26.827;59
17.375;-12.571;-43.118;26.827;59
17.406;-12.532;-43.118;26.827;59
17.438;-12.532;-43.118;26.827;59
17.469;-12.5;-43.118;26.827;59
17.500;-12.727;-43.118;26.827;59
17.531;-12.68;-43.118;26.827;59
17.563;-12.649;-43.118;26.827;59
17.594;-12.61;-43.118;26.84;59
17.625;-12.555;-43.118;26.84;59
17.656;-12.555;-43.118;26.84;59
17.688;-12.563;-43.118;26.84;59
17.719;-12.547;-43.118;26.84;59
17.750;-12.539;-43.118;26.84;59
17.781;-12.532;-43.118;26.84;59
17.813;-12.532;-43.118;26.84;59
17.844;-12.547;-43.131;26.84;59
17.875;-12.578;-43.131;26.84;59
17.906;-12.633;-43.131;26.84;59
17.938;-12.953;-43.118;26.84;59
17.969;-12.953;-43.118;26.84;59
18.000;-12.953;-43.118;26.84;60
18.031;-12.976;-43.118;26.84;60
18.063;-13.023;-43.118;26.84;60
18.094;-13.031;-43.118;26.84;60
18.125;-13.023;-43.118;26.84;60
18.156;-13.039;-43.118;26.852;60
18.188;-13.046;-43.118;26.84;60
18.219;-13.109;-43.118;26.852;60
18.250;-13.109;-43.131;26.852;60
18.281;-13.132;-43.131;26.852;60
18.313;-13.195;-43.131;26.852;60
18.344;-13.21;-43.131;26.852;60
18.375;-13.429;-43.118;26.852;60
18.406;-13.452;-43.131;26.852;60
18.438;-13.468;-43.131;26.852;60
18.469;-13.46;-43.131;26.852;60
18.500;-13.475;-43.131;26.852;60
18.531;-13.491;-43.131;26.852;60
18.563;-13.538;-43.131;26.852;60
18.594;-13.546;-43.131;26.865;60
18.625;-13.546;-43.131;26.865;60
18.656;-13.608;-43.131;26.865;60
18.688;-13.608;-43.131;26.865;60
18.719;-13.631;-43.131;26.865;60
18.750;-13.624;-43.131;26.865;60
18.781;-13.655;-43.131;26.865;60
18.813;-13.904;-43.118;26.865;60
18.844;-13.936;-43.118;26.865;60
18.875;-13.998;-43.118;26.877;60
18.906;-14.021;-43.118;26.877;60
18.938;-14.045;-43.131;26.877;60
18.969;-14.053;-43.131;26.877;60
19.000;-14.06;-43.131;26.877;60
19.031;-14.068;-43.131;26.877;60
19.063;-14.092;-43.131;26.877;60
19.094;-14.076;-43.131;26.877;60
19.125;-14.045;-43.131;26.877;60
19.156;-14.068;-43.131;26.89;60
19.188;-14.053;-43.131;26.89;60
19.219;-14.076;-43.131;26.877;60
19.250;-14.341;-43.118;26.927;60
19.281;-14.31;-43.118;26.89;60
19.313;-14.271;-43.118;26.89;60
19.344;-14.271;-43.118;26.89;60
19.375;-14.255;-43.118;26.89;60
19.406;-14.216;-43.118;26.89;60
19.438;-14.201;-43.118;26.89;60
19.469;-14.177;-43.118;26.89;60
19.500;-14.193;-43.131;26.89;60
19.531;-14.162;-43.131;26.89;60
19.563;-14.138;-43.131;26.89;60
19.594;-14.162;-43.131;26.89;60
19.625;-14.138;-43.131;26.89;60
19.656;-14.162;-43.131;26.89;60
19.688;-14.435;-43.118;26.902;60
19.719;-14.419;-43.118;26.902;60
19.750;-14.365;-43.118;26.902;60
19.781;-14.318;-43.118;26.902;60
19.813;-14.294;-43.118;26.902;60
19.844;-14.318;-43.118;26.902;60
19.875;-14.38;-43.118;26.902;60
